file,line,type,match,context
"src/nka/nka.css","37","hardcodedRgbColor","rgba(0, 0, 0","  background: rgba(0, 0, 0, 0.32); "
"src/nka/nka.css","82","hardcodedTypography","font-weight: 600","  font-weight: 600; "
"src/nka/nka.css","98","hardcodedTypography","font-weight: 500","  font-weight: 500; "
"src/nka/NKABottomSheet.tsx","69","hardcodedRgbColor","rgba(0,0,0","          background: 'rgba(0,0,0,0.32)', "
"src/nka/NKABottomSheet.tsx","95","inlineStyleHardcoded","style={{ width: '100%","        <div style={{ width: '100%', marginBottom: 'var(--md-sys-spacing-4)' }}> "
"src/stories/DesignSystem/Colors.stories.tsx","19","hardcodedHexColor","#FFFFFF","      <ColorSwatch name=""On Primary"" token=""--md-sys-color-on-primary"" hex=""#FFFFFF"" border /> "
"src/stories/DesignSystem/Colors.stories.tsx","26","hardcodedHexColor","#FFFFFF","      <ColorSwatch name=""On Secondary"" token=""--md-sys-color-on-secondary"" hex=""#FFFFFF"" border /> "
"src/stories/DesignSystem/Colors.stories.tsx","33","hardcodedHexColor","#FFFFFF","      <ColorSwatch name=""On Tertiary"" token=""--md-sys-color-on-tertiary"" hex=""#FFFFFF"" border /> "
"src/stories/DesignSystem/Colors.stories.tsx","38","hardcodedHexColor","#B3261E","      <ColorSwatch name=""Error"" token=""--md-sys-color-error"" hex=""#B3261E"" /> "
"src/stories/DesignSystem/Colors.stories.tsx","39","hardcodedHexColor","#E65100","      <ColorSwatch name=""Warning"" token=""--md-sys-color-warning"" hex=""#E65100"" /> "
"src/stories/DesignSystem/Colors.stories.tsx","40","hardcodedHexColor","#FFFFFF","      <ColorSwatch name=""On Error"" token=""--md-sys-color-on-error"" hex=""#FFFFFF"" border /> "
"src/stories/DesignSystem/Colors.stories.tsx","45","hardcodedHexColor","#FDFBFF","      <ColorSwatch name=""Background"" token=""--md-sys-color-background"" hex=""#FDFBFF"" border /> "
"src/stories/DesignSystem/Colors.stories.tsx","46","hardcodedHexColor","#FDFBFF","      <ColorSwatch name=""Surface"" token=""--md-sys-color-surface"" hex=""#FDFBFF"" border /> "
"src/stories/DesignSystem/Colors.stories.tsx","47","hardcodedHexColor","#1C1B1F","      <ColorSwatch name=""On Background"" token=""--md-sys-color-on-background"" hex=""#1C1B1F"" /> "
"src/stories/DesignSystem/Colors.stories.tsx","55","hardcodedHexColor","#FFFFFF","      <ColorSwatch name=""Lowest"" token=""--md-sys-color-surfaceContainerLowest"" hex=""#FFFFFF"" border "
"src/stories/DesignSystem/Colors.stories.tsx","56","hardcodedHexColor","#F7F2FA","      <ColorSwatch name=""Low"" token=""--md-sys-color-surfaceContainerLow"" hex=""#F7F2FA"" border small "
"src/stories/DesignSystem/Colors.stories.tsx","57","hardcodedHexColor","#F3EDF7","      <ColorSwatch name=""Default"" token=""--md-sys-color-surfaceContainer"" hex=""#F3EDF7"" border small"
"src/stories/DesignSystem/Colors.stories.tsx","58","hardcodedHexColor","#ECE6F0","      <ColorSwatch name=""High"" token=""--md-sys-color-surfaceContainerHigh"" hex=""#ECE6F0"" border smal"
"src/stories/DesignSystem/Colors.stories.tsx","59","hardcodedHexColor","#E6E0E9","      <ColorSwatch name=""Highest"" token=""--md-sys-color-surfaceContainerHighest"" hex=""#E6E0E9"" borde"
"src/stories/DesignSystem/Colors.stories.tsx","64","hardcodedHexColor","#79747E","      <ColorSwatch name=""Outline"" token=""--md-sys-color-outline"" hex=""#79747E"" /> "
"src/stories/DesignSystem/Colors.stories.tsx","65","hardcodedHexColor","#C4C7C5","      <ColorSwatch name=""Outline Variant"" token=""--md-sys-color-outline-variant"" hex=""#C4C7C5"" borde"
"src/stories/DesignSystem/Typography.stories.tsx","6","nonMD3Var","var(--font-family)","  <div style={{ padding: 'var(--md-sys-spacing-6)', fontFamily: 'var(--font-family)' }}> "
"src/styles/m3-interactive.css","39","hardcodedRgbColor","rgba(0, 0, 0","  /* M3 token replacement: rgba(0, 0, 0, 0.1) → var(--md-sys-color-shadow) */ "
"src/styles/md3-z-index.css","85","nonMD3Var","var(--app-chart-height-large)","  --md-sys-chart-height-large: var(--app-chart-height-large); "
"src/styles/md3-z-index.css","86","nonMD3Var","var(--app-chart-height-medium)","  --md-sys-chart-height-medium: var(--app-chart-height-medium); "
"src/theme.css","13","hardcodedHexColor","#6750A4","  --md-sys-color-primary: #6750A4; "
"src/theme.css","15","hardcodedHexColor","#FFFFFF","  --md-sys-color-on-primary: #FFFFFF; "
"src/theme.css","17","hardcodedHexColor","#EADDFF","  --md-sys-color-primary-container: #EADDFF; "
"src/theme.css","19","hardcodedHexColor","#21005D","  --md-sys-color-on-primary-container: #21005D; "
"src/theme.css","22","hardcodedHexColor","#625B71","  --md-sys-color-secondary: #625B71; "
"src/theme.css","25","hardcodedHexColor","#FFFFFF","  --md-sys-color-on-secondary: #FFFFFF; "
"src/theme.css","28","hardcodedHexColor","#E8DEF8","  --md-sys-color-secondary-container: #E8DEF8; "
"src/theme.css","31","hardcodedHexColor","#1D192B","  --md-sys-color-on-secondary-container: #1D192B; "
"src/theme.css","36","hardcodedHexColor","#7D5260","  --md-sys-color-tertiary: #7D5260; "
"src/theme.css","40","hardcodedHexColor","#FFFFFF","  --md-sys-color-on-tertiary: #FFFFFF; "
"src/theme.css","44","hardcodedHexColor","#FFD8E4","  --md-sys-color-tertiary-container: #FFD8E4; "
"src/theme.css","48","hardcodedHexColor","#31111D","  --md-sys-color-on-tertiary-container: #31111D; "
"src/theme.css","58","hardcodedHexColor","#FDFBFF","  --md-sys-color-background: #FDFBFF; "
"src/theme.css","62","hardcodedHexColor","#1C1B1F","  --md-sys-color-on-background: #1C1B1F; "
"src/theme.css","65","hardcodedHexColor","#FDFBFF","  --md-sys-color-surface: #FDFBFF; "
"src/theme.css","67","hardcodedHexColor","#1C1B1F","  --md-sys-color-on-surface: #1C1B1F; "
"src/theme.css","71","hardcodedHexColor","#FFFFFF","  --md-sys-color-surface-container-lowest: #FFFFFF; "
"src/theme.css","73","hardcodedHexColor","#F7F2FA","  --md-sys-color-surface-container-low: #F7F2FA; "
"src/theme.css","75","hardcodedHexColor","#F3EDF7","  --md-sys-color-surface-container: #F3EDF7; "
"src/theme.css","77","hardcodedHexColor","#ECE6F0","  --md-sys-color-surface-container-high: #ECE6F0; "
"src/theme.css","79","hardcodedHexColor","#E6E0E9","  --md-sys-color-surface-container-highest: #E6E0E9; "
"src/theme.css","83","hardcodedHexColor","#79747E","  --md-sys-color-outline: #79747E; "
"src/theme.css","86","hardcodedHexColor","#C4C7C5","  --md-sys-color-outline-variant: #C4C7C5; "
"src/theme.css","89","hardcodedHexColor","#B3261E","  --md-sys-color-error: #B3261E; "
"src/theme.css","93","hardcodedHexColor","#FFFFFF","  --md-sys-color-on-error: #FFFFFF; "
"src/theme.css","97","hardcodedHexColor","#E65100","  --md-sys-color-warning: #E65100; "
"src/theme.css","101","hardcodedHexColor","#FFFFFF","  --md-sys-color-on-warning: #FFFFFF; "
"src/theme.css","116","hardcodedHexColor","#8B5A3C","  --md-sys-color-primary-warm: #8B5A3C;        /* Warm brown - supportive */ "
"src/theme.css","118","hardcodedHexColor","#FFFFFF","  --md-sys-color-on-primary-warm: #FFFFFF; "
"src/theme.css","119","hardcodedHexColor","#F5E6D3","  --md-sys-color-primary-container-warm: #F5E6D3;  /* Warm cream */ "
"src/theme.css","121","hardcodedHexColor","#2A1810","  --md-sys-color-on-primary-container-warm: #2A1810; "
"src/theme.css","124","hardcodedHexColor","#7D6B5D","  --md-sys-color-secondary-warm: #7D6B5D;     /* Warm taupe */ "
"src/theme.css","126","hardcodedHexColor","#F4EDE7","  --md-sys-color-secondary-container-warm: #F4EDE7;  /* Warm beige */ "
"src/theme.css","130","hardcodedHexColor","#A67C52","  --md-sys-color-accent-warm: #A67C52;        /* Warm gold */ "
"src/theme.css","132","hardcodedHexColor","#FDF7F0","  --md-sys-color-accent-container-warm: #FDF7F0;    /* Warm ivory */ "
"src/theme.css","136","hardcodedHexColor","#FEFCF8","  --md-sys-color-surface-warm: #FEFCF8;       /* Warm white */ "
"src/theme.css","138","hardcodedHexColor","#F8F5F0","  --md-sys-color-surface-container-warm: #F8F5F0;   /* Warm gray */ "
"src/theme.css","442","hardcodedHexColor","#007AFF","  --md-sys-color-primary: #007AFF; "
"src/theme.css","454","hardcodedHexColor","#0078D4","  --md-sys-color-primary: #0078D4; "
"src/theme.css","467","hardcodedHexColor","#1a73e8","  --md-sys-color-primary: #1a73e8; /* Google Blue */ "
"src/theme.css","469","hardcodedHexColor","#f1f3f4","  --md-sys-color-surface-container-high: #f1f3f4; "
"src/theme.css","470","hardcodedHexColor","#e8eaed","  --md-sys-color-surface-container-highest: #e8eaed; "
"src/theme.css","482","hardcodedHexColor","#000000","  --md-sys-color-outline: #000000; "
"src/theme.css","483","hardcodedHexColor","#000000","  --md-sys-color-outline-variant: #000000; "
"src/theme.css","484","hardcodedHexColor","#FFFFFF","  --md-sys-color-surface-container: #FFFFFF; "
"src/theme.css","485","hardcodedHexColor","#000000","  --md-sys-color-on-surface: #000000; "
"src/theme.css","489","hardcodedHexColor","#FFFFFF","  --md-sys-color-outline: #FFFFFF; "
"src/theme.css","490","hardcodedHexColor","#FFFFFF","  --md-sys-color-outline-variant: #FFFFFF; "
"src/theme.css","491","hardcodedHexColor","#000000","  --md-sys-color-surface-container: #000000; "
"src/theme.css","492","hardcodedHexColor","#FFFFFF","  --md-sys-color-on-surface: #FFFFFF; "
"src/theme.css","660","hardcodedHexColor","#FDFBFF","  --aura-gradient: var(--md-sys-motion-easing-var(--md-sys-motion-easing-var(--md-sys-motion-easing-"
"src/theme.css","660","hardcodedHexColor","#F3EDF7","  --aura-gradient: var(--md-sys-motion-easing-var(--md-sys-motion-easing-var(--md-sys-motion-easing-"
"src/theme.css","740","hardcodedHexColor","#FFFFFF","  --md-sys-color-on-secondary: #FFFFFF; "
"src/theme.css","742","hardcodedHexColor","#1D192B","  --md-sys-color-on-secondary-container: #1D192B; "
"src/theme.css","743","hardcodedHexColor","#7D5260","  --md-sys-color-tertiary: #7D5260; "
"src/theme.css","744","hardcodedHexColor","#FFFFFF","  --md-sys-color-on-tertiary: #FFFFFF; "
"src/theme.css","745","hardcodedHexColor","#FFD8E4","  --md-sys-color-tertiary-container: #FFD8E4; "
"src/theme.css","746","hardcodedHexColor","#31111D","  --md-sys-color-on-tertiary-container: #31111D; "
"src/theme.css","747","hardcodedHexColor","#FDFBFF","  --md-sys-color-background: #FDFBFF; "
"src/theme.css","748","hardcodedHexColor","#1C1B1F","  --md-sys-color-on-background: #1C1B1F; "
"src/theme.css","753","hardcodedHexColor","#79747E","  --md-sys-color-outline: #79747E; "
"src/theme.css","760","hardcodedHexColor","#B3261E","  --md-sys-color-error: #B3261E; "
"src/theme.css","761","hardcodedHexColor","#FFFFFF","  --md-sys-color-on-error: #FFFFFF; "
"src/theme.css","791","hardcodedHexColor","#D0BCFF","  --md-sys-color-primary: #D0BCFF; "
"src/theme.css","792","hardcodedHexColor","#381E72","  --md-sys-color-on-primary: #381E72; "
"src/theme.css","793","hardcodedHexColor","#4F378B","  --md-sys-color-primary-container: #4F378B; "
"src/theme.css","794","hardcodedHexColor","#EADDFF","  --md-sys-color-on-primary-container: #EADDFF; "
"src/theme.css","795","hardcodedHexColor","#141218","  --md-sys-color-background: #141218; "
"src/theme.css","796","hardcodedHexColor","#1C1B1F","  --md-sys-color-surface: #1C1B1F; "
"src/theme.css","797","hardcodedHexColor","#E6E1E5","  --md-sys-color-on-surface: #E6E1E5; "
"src/theme.css","798","hardcodedHexColor","#25232A","  --md-sys-color-surface-container: #25232A; "
"src/theme.css","799","hardcodedHexColor","#36343B","  --md-sys-color-surface-container-highest: #36343B; "
"src/theme.css","800","hardcodedHexColor","#141218","  --aura-gradient: var(--md-sys-motion-easing-var(--md-sys-motion-easing-var(--md-sys-motion-easing-"
"src/theme.css","800","hardcodedHexColor","#25232A","  --aura-gradient: var(--md-sys-motion-easing-var(--md-sys-motion-easing-var(--md-sys-motion-easing-"
"src/theme.css","217","hardcodedRgbColor","rgba(0, 0, 0","  --md-sys-elevation-0: var(--md-sys-spacing-0) var(--md-sys-spacing-0) var(--md-sys-spacing-0) var("
"src/theme.css","218","hardcodedRgbColor","rgba(0, 0, 0","  --md-sys-elevation-1: var(--md-sys-spacing-0) var(--md-sys-spacing-0) var(--md-sys-spacing-1) var("
"src/theme.css","218","hardcodedRgbColor","rgba(0, 0, 0","  --md-sys-elevation-1: var(--md-sys-spacing-0) var(--md-sys-spacing-0) var(--md-sys-spacing-1) var("
"src/theme.css","219","hardcodedRgbColor","rgba(0, 0, 0","  --md-sys-elevation-2: var(--md-sys-spacing-0) var(--md-sys-spacing-1) var(--md-sys-blur-medium) va"
"src/theme.css","219","hardcodedRgbColor","rgba(0, 0, 0","  --md-sys-elevation-2: var(--md-sys-spacing-0) var(--md-sys-spacing-1) var(--md-sys-blur-medium) va"
"src/theme.css","220","hardcodedRgbColor","rgba(0, 0, 0","  --md-sys-elevation-3: var(--md-sys-spacing-0) var(--md-sys-spacing-1) var(--md-sys-spacing-2) var("
"src/theme.css","220","hardcodedRgbColor","rgba(0, 0, 0","  --md-sys-elevation-3: var(--md-sys-spacing-0) var(--md-sys-spacing-1) var(--md-sys-spacing-2) var("
"src/theme.css","221","hardcodedRgbColor","rgba(0, 0, 0","  --md-sys-elevation-4: var(--md-sys-spacing-0) var(--md-sys-blur-medium) var(--md-sys-spacing-3) va"
"src/theme.css","221","hardcodedRgbColor","rgba(0, 0, 0","  --md-sys-elevation-4: var(--md-sys-spacing-0) var(--md-sys-blur-medium) var(--md-sys-spacing-3) va"
"src/theme.css","222","hardcodedRgbColor","rgba(0, 0, 0","  --md-sys-elevation-5: var(--md-sys-spacing-0) var(--md-sys-spacing-2) var(--md-sys-spacing-3) var("
"src/theme.css","222","hardcodedRgbColor","rgba(0, 0, 0","  --md-sys-elevation-5: var(--md-sys-spacing-0) var(--md-sys-spacing-2) var(--md-sys-spacing-3) var("
"src/theme.css","446","hardcodedRgbColor","rgba(255, 255, 255","  --glass-border: var(--md-sys-spacing-0) solid rgba(255, 255, 255, 0.2); "
"src/theme.css","648","hardcodedRgbColor","rgba(103, 80, 164","  --elevation-1: var(--md-sys-spacing-0) var(--md-sys-spacing-1) var(--md-sys-spacing-3) rgba(103, 8"
"src/theme.css","649","hardcodedRgbColor","rgba(103, 80, 164","  --elevation-2: var(--md-sys-spacing-0) var(--md-sys-spacing-2) var(--md-sys-spacing-6) rgba(103, 8"
"src/theme.css","654","hardcodedRgbColor","rgba(0, 0, 0","  --md-sys-elevation-level1: var(--md-sys-spacing-0) var(--md-sys-spacing-0) var(--md-sys-spacing-1)"
"src/theme.css","654","hardcodedRgbColor","rgba(0, 0, 0","  --md-sys-elevation-level1: var(--md-sys-spacing-0) var(--md-sys-spacing-0) var(--md-sys-spacing-1)"
"src/theme.css","655","hardcodedRgbColor","rgba(0, 0, 0","  --md-sys-elevation-level2: var(--md-sys-spacing-0) var(--md-sys-spacing-0) var(--md-sys-spacing-1)"
"src/theme.css","655","hardcodedRgbColor","rgba(0, 0, 0","  --md-sys-elevation-level2: var(--md-sys-spacing-0) var(--md-sys-spacing-0) var(--md-sys-spacing-1)"
"src/theme.css","656","hardcodedRgbColor","rgba(0, 0, 0","  --md-sys-elevation-level3: var(--md-sys-spacing-0) var(--md-sys-spacing-0) var(--md-sys-spacing-1)"
"src/theme.css","656","hardcodedRgbColor","rgba(0, 0, 0","  --md-sys-elevation-level3: var(--md-sys-spacing-0) var(--md-sys-spacing-0) var(--md-sys-spacing-1)"
"src/theme.css","657","hardcodedRgbColor","rgba(0, 0, 0","  --md-sys-elevation-level4: var(--md-sys-spacing-0) var(--md-sys-spacing-1) var(--md-sys-spacing-1)"
"src/theme.css","657","hardcodedRgbColor","rgba(0, 0, 0","  --md-sys-elevation-level4: var(--md-sys-spacing-0) var(--md-sys-spacing-1) var(--md-sys-spacing-1)"
"src/theme.css","658","hardcodedRgbColor","rgba(0, 0, 0","  --md-sys-elevation-level5: var(--md-sys-spacing-0) var(--md-sys-spacing-1) var(--md-sys-spacing-1)"
"src/theme.css","658","hardcodedRgbColor","rgba(0, 0, 0","  --md-sys-elevation-level5: var(--md-sys-spacing-0) var(--md-sys-spacing-1) var(--md-sys-spacing-1)"
"src/theme.css","801","hardcodedRgbColor","rgba(20, 18, 24","  --glass-bg: rgba(20, 18, 24, 0.8); "
"src/theme.css","802","hardcodedRgbColor","rgba(255, 255, 255","  --glass-border: var(--md-sys-spacing-0) solid rgba(255, 255, 255, 0.1); "
"src/theme.css","1381","hardcodedRgbColor","rgba(0, 0, 0","  background: rgba(0, 0, 0, 0.4); "
"src/theme.css","315","hardcodedSpacing","width: 300px","  --md-sys-layout-card-width: 300px; "
"src/theme.css","316","hardcodedSpacing","min-height: 200px","  --md-sys-layout-card-min-height: 200px; "
"src/theme.css","319","hardcodedSpacing","min-width: 64px","  --md-sys-layout-button-min-width: 64px; "
"src/theme.css","320","hardcodedSpacing","min-width: 120px","  --md-sys-layout-popup-min-width: 120px; "
"src/theme.css","321","hardcodedSpacing","max-width: 800px","  --md-sys-layout-panel-max-width: 800px; "
"src/theme.css","322","hardcodedSpacing","height: 192px","  --md-sys-layout-dropzone-height: 192px; "
"src/theme.css","359","hardcodedSpacing","top: 1024px","  --md-sys-breakpoint-desktop: 1024px; "
"src/theme.css","813","hardcodedSpacing","width: 100%","  width: 100%; "
"src/theme.css","1450","hardcodedSpacing","width: 100%","  width: 100%; "
"src/theme.css","1747","hardcodedSpacing","top: 50%","  top: 50%; "
"src/theme.css","1748","hardcodedSpacing","left: 50%","  left: 50%; "
"src/theme.css","1759","hardcodedSpacing","width: 300px","  width: 300px; "
"src/theme.css","1760","hardcodedSpacing","height: 300px","  height: 300px; "
"src/theme.css","243","hardcodedTypography","font-weight: 400","  --md-sys-typescale-display-large-font-weight: 400; "
"src/theme.css","247","hardcodedTypography","font-weight: 400","  --md-sys-typescale-display-medium-font-weight: 400; "
"src/theme.css","251","hardcodedTypography","font-weight: 400","  --md-sys-typescale-display-small-font-weight: 400; "
"src/theme.css","257","hardcodedTypography","font-weight: 400","  --md-sys-typescale-headline-large-font-weight: 400; "
"src/theme.css","261","hardcodedTypography","font-weight: 400","  --md-sys-typescale-headline-medium-font-weight: 400; "
"src/theme.css","265","hardcodedTypography","font-weight: 400","  --md-sys-typescale-headline-small-font-weight: 400; "
"src/theme.css","271","hardcodedTypography","font-weight: 400","  --md-sys-typescale-title-large-font-weight: 400; "
"src/theme.css","275","hardcodedTypography","font-weight: 500","  --md-sys-typescale-title-medium-font-weight: 500; "
"src/theme.css","279","hardcodedTypography","font-weight: 500","  --md-sys-typescale-title-small-font-weight: 500; "
"src/theme.css","285","hardcodedTypography","font-weight: 400","  --md-sys-typescale-body-large-font-weight: 400; "
"src/theme.css","289","hardcodedTypography","font-weight: 400","  --md-sys-typescale-body-medium-font-weight: 400; "
"src/theme.css","293","hardcodedTypography","font-weight: 400","  --md-sys-typescale-body-small-font-weight: 400; "
"src/theme.css","299","hardcodedTypography","font-weight: 500","  --md-sys-typescale-label-large-font-weight: 500; "
"src/theme.css","303","hardcodedTypography","font-weight: 500","  --md-sys-typescale-label-medium-font-weight: 500; "
"src/theme.css","307","hardcodedTypography","font-weight: 500","  --md-sys-typescale-label-small-font-weight: 500; "
"src/theme.css","1166","hardcodedTypography","font-weight: 500","  font-weight: 500; "
"src/theme.css","1199","hardcodedTypography","font-weight: 500","  font-weight: 500; "
"src/theme.css","1230","hardcodedTypography","font-weight: 500","  font-weight: 500; "
"src/theme.css","1263","hardcodedTypography","font-weight: 500","  font-weight: 500; "
"src/theme.css","1295","hardcodedTypography","font-weight: 500","  font-weight: 500; "
"src/theme.css","1409","hardcodedTypography","font-weight: 500","  font-weight: 500; "
"src/theme.css","1535","hardcodedTypography","font-weight: 500","  font-weight: 500; "
"src/theme.css","108","nonMD3Var","var(--glass-blur-px)","  --glass-blur: blur(var(--glass-blur-px)); "
"src/theme.css","400","nonMD3Var","var(--app-color-brand-primary)","    --md-sys-color-primary: var(--app-color-brand-primary); "
"src/theme.css","401","nonMD3Var","var(--app-color-brand-on-primary)","    --md-sys-color-on-primary: var(--app-color-brand-on-primary); "
"src/theme.css","404","nonMD3Var","var(--app-color-accent-1)","    --md-sys-color-secondary: var(--app-color-accent-1); "
"src/theme.css","407","nonMD3Var","var(--app-color-accent-2)","    --app-color-tertiary: var(--app-color-accent-2); "
"src/theme.css","418","nonMD3Var","var(--glass-blur-px)","  --glass-blur: blur(var(--glass-blur-px)); "
"src/theme.css","769","nonMD3Var","var(--shape-s)","  --md-sys-shape-corner-small: var(--shape-s); "
"src/theme.css","770","nonMD3Var","var(--shape-m)","  --md-sys-shape-corner-medium: var(--shape-m); "
"src/theme.css","771","nonMD3Var","var(--shape-l)","  --md-sys-shape-corner-large: var(--shape-l); "
"src/theme.css","772","nonMD3Var","var(--shape-full)","  --md-sys-shape-corner-full: var(--shape-full); "
"src/theme.css","808","nonMD3Var","var(--font-family)","  font-family: var(--font-family); "
"src/theme.css","809","nonMD3Var","var(--aura-gradient)","  background: var(--aura-gradient); "
"src/theme.css","947","nonMD3Var","var(--glass-bg)","  background: var(--glass-bg); "
"src/theme.css","948","nonMD3Var","var(--glass-blur)","  backdrop-filter: var(--glass-blur); "
"src/theme.css","949","nonMD3Var","var(--glass-blur)","  -webkit-backdrop-filter: var(--glass-blur); "
"src/theme.css","950","nonMD3Var","var(--glass-border)","  border: var(--glass-border); "
"src/theme.css","1765","nonMD3Var","var(--glass-bg)","  background: var(--glass-bg); "
"src/theme.css","1766","nonMD3Var","var(--glass-blur)","  backdrop-filter: var(--glass-blur); "
"src/theme.css","1767","nonMD3Var","var(--glass-blur)","  -webkit-backdrop-filter: var(--glass-blur); "
"src/theme.css","1768","nonMD3Var","var(--glass-border)","  border: var(--glass-border); "
"src/theme.css","1751","hardcodedBorderRadius","border-radius: 50%","  border-radius: 50%; "
